Code INSEE région;Région;Nature;Date;Heure;Date - Heure;Consommation (MW);Thermique (MW);Nucléaire (MW);Eolien (MW);Solaire (MW);Hydraulique (MW);Pompage (MW);Bioénergies (MW);Ech. physiques (MW);Stockage batterie;Déstockage batterie;TCO Thermique (%);TCH Thermique (%);TCO Nucléaire (%);TCH Nucléaire (%);TCO Eolien (%);TCH Eolien (%);TCO Solaire (%);TCH Solaire (%);TCO Hydraulique (%);TCH Hydraulique (%);TCO Bioénergies (%);TCH Bioénergies (%);Column 68
75;Nouvelle-Aquitaine;Données temps réel;2026-07-12;22:45;2026-07-12T22:45:00+02:00;5573;20;4022;892;0;126;0;50;455;0;8;0.36;3.66;72.17;60.66;16.01;40.31;0.0;0.0;2.26;5.62;0.9;14.41;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2026-07-12;22:45;2026-07-12T22:45:00+02:00;4419;423;0;0;0;1000;0;141;2855;0;0;9.57;16.08;0.0;;0.0;0.0;0.0;0.0;22.63;31.0;3.19;47.47;
28;Normandie;Données temps réel;2026-07-12;22:45;2026-07-12T22:45:00+02:00;2472;18;7543;896;0;10;0;48;-6042;0;0;0.73;2.36;305.14;61.53;36.25;53.81;0.0;0.0;0.4;34.48;1.94;32.43;
24;Centre-Val de Loire;Données temps réel;2026-07-12;22:45;2026-07-12T22:45:00+02:00;1985;0;9273;991;0;25;0;30;-8334;0;0;0.0;0.0;467.15;79.73;49.92;54.87;0.0;0.0;1.26;27.17;1.51;32.97;
11;Île-de-France;Données temps réel;2026-07-12;22:45;2026-07-12T22:45:00+02:00;7189;0;0;91;0;16;0;175;6909;0;0;0.0;0.0;0.0;;1.27;65.47;0.0;0.0;0.22;84.21;2.43;49.44;
76;Occitanie;Données temps réel;2026-07-12;22:45;2026-07-12T22:45:00+02:00;4839;0;0;749;0;1328;0;93;2747;0;0;0.0;0.0;0.0;0.0;15.48;41.15;0.0;0.0;27.44;24.81;1.92;60.39;
53;Bretagne;Données temps réel;2026-07-12;22:45;2026-07-12T22:45:00+02:00;2073;403;0;1063;0;110;0;45;443;0;9;19.44;28.26;0.0;;51.28;53.99;0.0;0.0;5.31;40.0;2.17;56.96;
84;Auvergne-Rhône-Alpes;Données temps réel;2026-07-12;22:45;2026-07-12T22:45:00+02:00;6606;343;6918;203;0;3217;0;66;-4140;-1;0;5.19;35.73;104.72;50.98;3.07;25.44;0.0;0.0;48.7;28.09;1.0;34.92;
44;Grand Est;Données temps réel;2026-07-12;22:45;2026-07-12T22:45:00+02:00;4166;1584;4830;2277;0;969;0;104;-5594;-3;0;38.02;51.2;115.94;44.64;54.66;43.65;0.0;0.0;23.26;42.06;2.5;38.66;
52;Pays de la Loire;Données temps réel;2026-07-12;22:45;2026-07-12T22:45:00+02:00;2937;0;0;1376;0;9;0;104;1452;0;0;0.0;0.0;0.0;;46.85;56.32;0.0;0.0;0.31;90.0;3.54;114.29;
27;Bourgogne-Franche-Comté;Données temps réel;2026-07-12;22:45;2026-07-12T22:45:00+02:00;2049;0;0;582;0;59;0;30;1378;0;0;0.0;0.0;0.0;;28.4;48.83;0.0;0.0;2.88;11.41;1.46;37.04;
75;Nouvelle-Aquitaine;Données temps réel;2026-07-12;23:00;2026-07-12T23:00:00+02:00;5398;20;4029;949;0;126;0;50;217;0;8;0.37;3.66;74.64;60.77;17.58;42.88;0.0;0.0;2.33;5.62;0.93;14.41;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2026-07-12;23:00;2026-07-12T23:00:00+02:00;4454;424;0;0;0;987;0;143;2900;0;0;9.52;16.12;0.0;;0.0;0.0;0.0;0.0;22.16;30.6;3.21;48.15;
28;Normandie;Données temps réel;2026-07-12;23:00;2026-07-12T23:00:00+02:00;2433;18;7544;895;0;10;0;48;-6081;0;0;0.74;2.36;310.07;61.53;36.79;53.75;0.0;0.0;0.41;34.48;1.97;32.43;
27;Bourgogne-Franche-Comté;Données temps réel;2026-07-12;23:00;2026-07-12T23:00:00+02:00;2058;0;0;588;0;34;0;30;1406;0;0;0.0;0.0;0.0;;28.57;49.33;0.0;0.0;1.65;6.58;1.46;37.04;
84;Auvergne-Rhône-Alpes;Données temps réel;2026-07-12;23:00;2026-07-12T23:00:00+02:00;6508;343;6926;205;0;3043;-1;66;-4073;-1;0;5.27;35.73;106.42;51.04;3.15;25.69;0.0;0.0;46.76;26.57;1.01;34.92;
32;Hauts-de-France;Données temps réel;2026-07-12;23:00;2026-07-12T23:00:00+02:00;4706;683;3744;3827;0;5;0;84;-3630;-7;0;14.51;28.53;79.56;68.57;81.32;57.53;0.0;0.0;0.11;125.0;1.78;42.86;
11;Île-de-France;Données temps réel;2026-07-12;23:00;2026-07-12T23:00:00+02:00;7208;0;0;92;0;16;0;176;6926;0;0;0.0;0.0;0.0;;1.28;66.19;0.0;0.0;0.22;84.21;2.44;49.72;
76;Occitanie;Données temps réel;2026-07-12;23:00;2026-07-12T23:00:00+02:00;4758;0;0;730;0;1338;0;93;2676;0;0;0.0;0.0;0.0;0.0;15.34;40.11;0.0;0.0;28.12;25.0;1.95;60.39;
53;Bretagne;Données temps réel;2026-07-12;23:00;2026-07-12T23:00:00+02:00;2096;404;0;1058;0;121;0;45;459;0;9;19.27;28.33;0.0;;50.48;53.73;0.0;0.0;5.77;44.0;2.15;56.96;
24;Centre-Val de Loire;Données temps réel;2026-07-12;23:00;2026-07-12T23:00:00+02:00;1954;0;9271;987;0;25;0;30;-8359;0;0;0.0;0.0;474.46;79.72;50.51;54.65;0.0;0.0;1.28;27.17;1.54;32.97;
44;Grand Est;Données temps réel;2026-07-12;23:00;2026-07-12T23:00:00+02:00;4018;1583;4833;2357;0;960;0;104;-5816;-3;0;39.4;51.16;120.28;44.67;58.66;45.18;0.0;0.0;23.89;41.67;2.59;38.66;
52;Pays de la Loire;Données temps réel;2026-07-12;23:00;2026-07-12T23:00:00+02:00;2795;0;0;1384;0;9;0;104;1303;0;0;0.0;0.0;0.0;;49.52;56.65;0.0;0.0;0.32;90.0;3.72;114.29;
32;Hauts-de-France;Données temps réel;2026-07-12;23:15;2026-07-12T23:15:00+02:00;4502;626;3747;3855;0;5;0;84;-3809;-6;0;13.9;26.15;83.23;68.63;85.63;57.95;0.0;0.0;0.11;125.0;1.87;42.86;
11;Île-de-France;Données temps réel;2026-07-12;23:15;2026-07-12T23:15:00+02:00;7060;0;0;96;0;16;0;171;6778;0;0;0.0;0.0;0.0;;1.36;69.06;0.0;0.0;0.23;84.21;2.42;48.31;
27;Bourgogne-Franche-Comté;Données temps réel;2026-07-12;23:15;2026-07-12T23:15:00+02:00;1964;0;0;561;0;3;0;30;1371;0;0;0.0;0.0;0.0;;28.56;47.06;0.0;0.0;0.15;0.58;1.53;37.04;
75;Nouvelle-Aquitaine;Données temps réel;2026-07-12;23:15;2026-07-12T23:15:00+02:00;5190;20;4026;972;0;70;0;50;45;0;8;0.39;3.66;77.57;60.72;18.73;43.92;0.0;0.0;1.35;3.12;0.96;14.41;
84;Auvergne-Rhône-Alpes;Données temps réel;2026-07-12;23:15;2026-07-12T23:15:00+02:00;6536;349;6922;208;0;2996;-2;66;-4003;0;0;5.34;36.35;105.91;51.01;3.18;26.07;0.0;0.0;45.84;26.16;1.01;34.92;
52;Pays de la Loire;Données temps réel;2026-07-12;23:15;2026-07-12T23:15:00+02:00;2717;0;0;1413;0;9;0;104;1138;0;59;0.0;0.0;0.0;;52.01;57.84;0.0;0.0;0.33;90.0;3.83;114.29;
53;Bretagne;Données temps réel;2026-07-12;23:15;2026-07-12T23:15:00+02:00;1938;404;0;1045;0;133;0;45;308;0;3;20.85;28.33;0.0;;53.92;53.07;0.0;0.0;6.86;48.36;2.32;56.96;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2026-07-12;23:15;2026-07-12T23:15:00+02:00;4652;424;0;0;0;823;0;142;3262;0;0;9.11;16.12;0.0;;0.0;0.0;0.0;0.0;17.69;25.51;3.05;47.81;
28;Normandie;Données temps réel;2026-07-12;23:15;2026-07-12T23:15:00+02:00;2398;18;7584;889;0;10;0;48;-6151;0;0;0.75;2.36;316.26;61.86;37.07;53.39;0.0;0.0;0.42;34.48;2.0;32.43;
76;Occitanie;Données temps réel;2026-07-12;23:15;2026-07-12T23:15:00+02:00;4504;0;0;740;0;1381;0;93;2370;0;0;0.0;0.0;0.0;0.0;16.43;40.66;0.0;0.0;30.66;25.8;2.06;60.39;
24;Centre-Val de Loire;Données temps réel;2026-07-12;23:15;2026-07-12T23:15:00+02:00;1990;0;9280;1013;0;25;0;30;-8357;0;0;0.0;0.0;466.33;79.79;50.9;56.09;0.0;0.0;1.26;27.17;1.51;32.97;
44;Grand Est;Données temps réel;2026-07-12;23:15;2026-07-12T23:15:00+02:00;4159;1592;4841;2451;0;1082;0;104;-6040;-1;131;38.28;51.45;116.4;44.74;58.93;46.98;0.0;0.0;26.02;46.96;2.5;38.66;
76;Occitanie;Données temps réel;2026-07-12;23:30;2026-07-12T23:30:00+02:00;4496;0;0;753;0;1295;0;93;2431;0;0;0.0;0.0;0.0;0.0;16.75;41.37;0.0;0.0;28.8;24.19;2.07;60.39;
27;Bourgogne-Franche-Comté;Données temps réel;2026-07-12;23:30;2026-07-12T23:30:00+02:00;1882;0;0;557;0;3;0;30;1292;0;0;0.0;0.0;0.0;;29.6;46.73;0.0;0.0;0.16;0.58;1.59;37.04;
84;Auvergne-Rhône-Alpes;Données temps réel;2026-07-12;23:30;2026-07-12T23:30:00+02:00;6374;349;6929;211;0;2555;-1;66;-3734;0;0;5.48;36.35;108.71;51.06;3.31;26.44;0.0;0.0;40.08;22.31;1.04;34.92;
52;Pays de la Loire;Données temps réel;2026-07-12;23:30;2026-07-12T23:30:00+02:00;2660;0;0;1453;0;9;0;104;1099;0;0;0.0;0.0;0.0;;54.62;59.48;0.0;0.0;0.34;90.0;3.91;114.29;
75;Nouvelle-Aquitaine;Données temps réel;2026-07-12;23:30;2026-07-12T23:30:00+02:00;5055;20;4027;976;0;70;0;50;-94;-3;8;0.4;3.66;79.66;60.74;19.31;44.1;0.0;0.0;1.38;3.12;0.99;14.41;
32;Hauts-de-France;Données temps réel;2026-07-12;23:30;2026-07-12T23:30:00+02:00;4612;623;3753;3806;0;5;0;94;-3661;-8;0;13.51;26.02;81.37;68.74;82.52;57.22;0.0;0.0;0.11;125.0;2.04;47.96;
11;Île-de-France;Données temps réel;2026-07-12;23:30;2026-07-12T23:30:00+02:00;6861;0;0;93;0;16;0;175;6578;0;0;0.0;0.0;0.0;;1.36;66.91;0.0;0.0;0.23;84.21;2.55;49.44;
53;Bretagne;Données temps réel;2026-07-12;23:30;2026-07-12T23:30:00+02:00;1979;404;0;1104;0;140;0;45;282;0;3;20.41;28.33;0.0;;55.79;56.07;0.0;0.0;7.07;50.91;2.27;56.96;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2026-07-12;23:30;2026-07-12T23:30:00+02:00;4519;425;0;0;0;824;0;144;3128;0;0;9.4;16.15;0.0;;0.0;0.0;0.0;0.0;18.23;25.54;3.19;48.48;
24;Centre-Val de Loire;Données temps réel;2026-07-12;23:30;2026-07-12T23:30:00+02:00;1997;0;9280;1000;0;25;0;30;-8338;0;0;0.0;0.0;464.7;79.79;50.08;55.37;0.0;0.0;1.25;27.17;1.5;32.97;
44;Grand Est;Données temps réel;2026-07-12;23:30;2026-07-12T23:30:00+02:00;4163;1597;4842;2513;0;915;0;104;-5806;-2;0;38.36;51.62;116.31;44.75;60.37;48.17;0.0;0.0;21.98;39.71;2.5;38.66;
28;Normandie;Données temps réel;2026-07-12;23:30;2026-07-12T23:30:00+02:00;2384;18;7546;912;0;10;0;48;-6150;0;0;0.76;2.36;316.53;61.55;38.26;54.77;0.0;0.0;0.42;34.48;2.01;32.43;
44;Grand Est;Données temps réel;2026-07-12;23:45;2026-07-12T23:45:00+02:00;4058;1599;4845;2513;0;1040;0;104;-6041;-3;0;39.4;51.68;119.39;44.78;61.93;48.17;0.0;0.0;25.63;45.14;2.56;38.66;
32;Hauts-de-France;Données temps réel;2026-07-12;23:45;2026-07-12T23:45:00+02:00;4700;643;3746;3779;0;5;0;98;-3565;-7;0;13.68;26.86;79.7;68.61;80.4;56.81;0.0;0.0;0.11;125.0;2.09;50.0;
27;Bourgogne-Franche-Comté;Données temps réel;2026-07-12;23:45;2026-07-12T23:45:00+02:00;1876;0;0;556;0;3;0;30;1288;0;0;0.0;0.0;0.0;;29.64;46.64;0.0;0.0;0.16;0.58;1.6;37.04;
53;Bretagne;Données temps réel;2026-07-12;23:45;2026-07-12T23:45:00+02:00;2107;406;0;1120;0;142;0;45;391;0;3;19.27;28.47;0.0;;53.16;56.88;0.0;0.0;6.74;51.64;2.14;56.96;
24;Centre-Val de Loire;Données temps réel;2026-07-12;23:45;2026-07-12T23:45:00+02:00;2042;0;9274;996;0;25;0;30;-8283;0;0;0.0;0.0;454.16;79.74;48.78;55.15;0.0;0.0;1.22;27.17;1.47;32.97;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2026-07-12;23:45;2026-07-12T23:45:00+02:00;4349;424;0;0;0;770;0;140;3014;0;0;9.75;16.12;0.0;;0.0;0.0;0.0;0.0;17.71;23.87;3.22;47.14;
28;Normandie;Données temps réel;2026-07-12;23:45;2026-07-12T23:45:00+02:00;2390;18;7535;890;0;10;0;47;-6110;0;0;0.75;2.36;315.27;61.46;37.24;53.45;0.0;0.0;0.42;34.48;1.97;31.76;
11;Île-de-France;Données temps réel;2026-07-12;23:45;2026-07-12T23:45:00+02:00;6731;0;0;92;0;16;0;174;6450;0;0;0.0;0.0;0.0;;1.37;66.19;0.0;0.0;0.24;84.21;2.59;49.15;
75;Nouvelle-Aquitaine;Données temps réel;2026-07-12;23:45;2026-07-12T23:45:00+02:00;5003;20;4024;980;0;57;0;50;-136;0;8;0.4;3.66;80.43;60.69;19.59;44.28;0.0;0.0;1.14;2.54;1.0;14.41;
84;Auvergne-Rhône-Alpes;Données temps réel;2026-07-12;23:45;2026-07-12T23:45:00+02:00;6188;353;6921;223;0;2561;-1;66;-3935;0;0;5.7;36.77;111.85;51.0;3.6;27.94;0.0;0.0;41.39;22.36;1.07;34.92;
52;Pays de la Loire;Données temps réel;2026-07-12;23:45;2026-07-12T23:45:00+02:00;2660;0;0;1476;0;9;0;104;1074;0;0;0.0;0.0;0.0;;55.49;60.42;0.0;0.0;0.34;90.0;3.91;114.29;
76;Occitanie;Données temps réel;2026-07-12;23:45;2026-07-12T23:45:00+02:00;4519;0;0;750;0;1286;0;93;2469;0;0;0.0;0.0;0.0;0.0;16.6;41.21;0.0;0.0;28.46;24.02;2.06;60.39;
28;Normandie;Données temps réel;2026-07-13;00:00;2026-07-13T00:00:00+02:00;2348;18;7550;922;0;10;0;47;-6199;0;0;0.77;2.36;321.55;61.58;39.27;55.38;0.0;0.0;0.43;34.48;2.0;31.76;
76;Occitanie;Données temps réel;2026-07-13;00:00;2026-07-13T00:00:00+02:00;4324;0;0;754;0;1316;0;93;2239;0;0;0.0;0.0;0.0;0.0;17.44;41.43;0.0;0.0;30.43;24.58;2.15;60.39;
27;Bourgogne-Franche-Comté;Données temps réel;2026-07-13;00:00;2026-07-13T00:00:00+02:00;1818;0;0;566;0;3;0;30;1219;0;0;0.0;0.0;0.0;;31.13;47.48;0.0;0.0;0.17;0.58;1.65;37.04;
52;Pays de la Loire;Données temps réel;2026-07-13;00:00;2026-07-13T00:00:00+02:00;2603;0;0;1509;0;9;0;104;986;0;0;0.0;0.0;0.0;;57.97;61.77;0.0;0.0;0.35;90.0;4.0;114.29;
53;Bretagne;Données temps réel;2026-07-13;00:00;2026-07-13T00:00:00+02:00;2014;408;0;1119;0;144;0;45;296;0;3;20.26;28.61;0.0;;55.56;56.83;0.0;0.0;7.15;52.36;2.23;56.96;
11;Île-de-France;Données temps réel;2026-07-13;00:00;2026-07-13T00:00:00+02:00;6678;0;0;91;0;16;0;173;6400;0;0;0.0;0.0;0.0;;1.36;65.47;0.0;0.0;0.24;84.21;2.59;48.87;
75;Nouvelle-Aquitaine;Données temps réel;2026-07-13;00:00;2026-07-13T00:00:00+02:00;4715;20;4027;972;0;57;0;50;-419;0;8;0.42;3.66;85.41;60.74;20.62;43.92;0.0;0.0;1.21;2.54;1.06;14.41;
24;Centre-Val de Loire;Données temps réel;2026-07-13;00:00;2026-07-13T00:00:00+02:00;1939;0;9289;971;0;25;0;30;-8377;0;0;0.0;0.0;479.06;79.87;50.08;53.77;0.0;0.0;1.29;27.17;1.55;32.97;
44;Grand Est;Données temps réel;2026-07-13;00:00;2026-07-13T00:00:00+02:00;4042;1600;4855;2523;0;1043;0;104;-6083;-1;0;39.58;51.71;120.11;44.87;62.42;48.36;0.0;0.0;25.8;45.27;2.57;38.66;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2026-07-13;00:00;2026-07-13T00:00:00+02:00;4226;424;0;0;0;774;0;141;2888;0;0;10.03;16.12;0.0;;0.0;0.0;0.0;0.0;18.32;23.99;3.34;47.47;
32;Hauts-de-France;Données temps réel;2026-07-13;00:00;2026-07-13T00:00:00+02:00;4535;679;3755;3717;0;5;0;98;-3718;-2;1;14.97;28.36;82.8;68.77;81.96;55.88;0.0;0.0;0.11;125.0;2.16;50.0;
84;Auvergne-Rhône-Alpes;Données temps réel;2026-07-13;00:00;2026-07-13T00:00:00+02:00;6033;355;6960;224;0;2257;-1;66;-3827;0;0;5.88;36.98;115.37;51.29;3.71;28.07;0.0;0.0;37.41;19.71;1.09;34.92;
52;Pays de la Loire;Données temps réel;2026-07-13;00:15;2026-07-13T00:15:00+02:00;2594;0;0;1528;0;9;0;104;957;0;0;0.0;0.0;0.0;;58.91;62.55;0.0;0.0;0.35;90.0;4.01;114.29;
28;Normandie;Données temps réel;2026-07-13;00:15;2026-07-13T00:15:00+02:00;2372;18;7602;937;0;10;0;47;-6242;0;0;0.76;2.36;320.49;62.01;39.5;56.28;0.0;0.0;0.42;34.48;1.98;31.76;
76;Occitanie;Données temps réel;2026-07-13;00:15;2026-07-13T00:15:00+02:00;4292;0;0;758;0;1329;0;93;2188;0;2;0.0;0.0;0.0;0.0;17.66;41.65;0.0;0.0;30.96;24.83;2.17;60.39;
84;Auvergne-Rhône-Alpes;Données temps réel;2026-07-13;00:15;2026-07-13T00:15:00+02:00;5992;353;6648;227;0;2369;0;66;-3671;0;1;5.89;36.77;110.95;48.99;3.79;28.45;0.0;0.0;39.54;20.69;1.1;34.92;
27;Bourgogne-Franche-Comté;Données temps réel;2026-07-13;00:15;2026-07-13T00:15:00+02:00;1873;0;0;570;0;3;0;30;1268;0;2;0.0;0.0;0.0;;30.43;47.82;0.0;0.0;0.16;0.58;1.6;37.04;
53;Bretagne;Données temps réel;2026-07-13;00:15;2026-07-13T00:15:00+02:00;1989;411;0;1138;0;146;0;45;249;0;0;20.66;28.82;0.0;;57.21;57.8;0.0;0.0;7.34;53.09;2.26;56.96;
24;Centre-Val de Loire;Données temps réel;2026-07-13;00:15;2026-07-13T00:15:00+02:00;1880;0;9285;959;0;25;0;30;-8419;0;0;0.0;0.0;493.88;79.84;51.01;53.1;0.0;0.0;1.33;27.17;1.6;32.97;
75;Nouvelle-Aquitaine;Données temps réel;2026-07-13;00:15;2026-07-13T00:15:00+02:00;4806;20;4027;969;0;39;0;50;-307;0;8;0.42;3.66;83.79;60.74;20.16;43.79;0.0;0.0;0.81;1.74;1.04;14.41;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2026-07-13;00:15;2026-07-13T00:15:00+02:00;4104;424;0;0;0;753;0;142;2785;0;0;10.33;16.12;0.0;;0.0;0.0;0.0;0.0;18.35;23.34;3.46;47.81;
44;Grand Est;Données temps réel;2026-07-13;00:15;2026-07-13T00:15:00+02:00;3895;1461;4848;2568;0;1031;0;104;-6117;-1;1;37.51;47.22;124.47;44.81;65.93;49.22;0.0;0.0;26.47;44.75;2.67;38.66;
32;Hauts-de-France;Données temps réel;2026-07-13;00:15;2026-07-13T00:15:00+02:00;4606;617;3769;3741;0;5;0;98;-3624;-2;3;13.4;25.77;81.83;69.03;81.22;56.24;0.0;0.0;0.11;125.0;2.13;50.0;
11;Île-de-France;Données temps réel;2026-07-13;00:15;2026-07-13T00:15:00+02:00;6568;0;0;93;0;16;0;176;6284;0;0;0.0;0.0;0.0;;1.42;66.91;0.0;0.0;0.24;84.21;2.68;49.72;
11;Île-de-France;Données temps réel;2026-07-13;00:30;2026-07-13T00:30:00+02:00;6470;0;0;91;0;16;0;169;6194;0;0;0.0;0.0;0.0;;1.41;65.47;0.0;0.0;0.25;84.21;2.61;47.74;
27;Bourgogne-Franche-Comté;Données temps réel;2026-07-13;00:30;2026-07-13T00:30:00+02:00;1864;0;0;566;0;3;0;30;1268;-2;0;0.0;0.0;0.0;;30.36;47.48;0.0;0.0;0.16;0.58;1.61;37.04;
52;Pays de la Loire;Données temps réel;2026-07-13;00:30;2026-07-13T00:30:00+02:00;2533;0;0;1559;0;9;0;104;866;0;0;0.0;0.0;0.0;;61.55;63.81;0.0;0.0;0.36;90.0;4.11;114.29;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2026-07-13;00:30;2026-07-13T00:30:00+02:00;4006;424;0;0;0;761;0;141;2681;0;0;10.58;16.12;0.0;;0.0;0.0;0.0;0.0;19.0;23.59;3.52;47.47;
28;Normandie;Données temps réel;2026-07-13;00:30;2026-07-13T00:30:00+02:00;2283;18;7547;926;0;10;0;47;-6266;0;0;0.79;2.36;330.57;61.56;40.56;55.62;0.0;0.0;0.44;34.48;2.06;31.76;
53;Bretagne;Données temps réel;2026-07-13;00:30;2026-07-13T00:30:00+02:00;1917;411;0;1148;0;146;0;45;167;0;0;21.44;28.82;0.0;;59.89;58.3;0.0;0.0;7.62;53.09;2.35;56.96;
76;Occitanie;Données temps réel;2026-07-13;00:30;2026-07-13T00:30:00+02:00;4178;0;0;761;0;1186;0;93;2218;-2;0;0.0;0.0;0.0;0.0;18.21;41.81;0.0;0.0;28.39;22.16;2.23;60.39;
24;Centre-Val de Loire;Données temps réel;2026-07-13;00:30;2026-07-13T00:30:00+02:00;1882;0;9285;935;0;25;0;30;-8393;0;0;0.0;0.0;493.36;79.84;49.68;51.77;0.0;0.0;1.33;27.17;1.59;32.97;
32;Hauts-de-France;Données temps réel;2026-07-13;00:30;2026-07-13T00:30:00+02:00;4408;678;3790;3691;0;5;0;98;-3848;-6;0;15.38;28.32;85.98;69.41;83.73;55.49;0.0;0.0;0.11;125.0;2.22;50.0;
84;Auvergne-Rhône-Alpes;Données temps réel;2026-07-13;00:30;2026-07-13T00:30:00+02:00;5832;357;6666;230;0;2029;0;66;-3514;-2;0;6.12;37.19;114.3;49.12;3.94;28.82;0.0;0.0;34.79;17.72;1.13;34.92;
44;Grand Est;Données temps réel;2026-07-13;00:30;2026-07-13T00:30:00+02:00;3890;1276;4857;2618;0;689;0;104;-5597;-58;0;32.8;41.24;124.86;44.89;67.3;50.18;0.0;0.0;17.71;29.9;2.67;38.66;
75;Nouvelle-Aquitaine;Données temps réel;2026-07-13;00:30;2026-07-13T00:30:00+02:00;4580;20;4032;926;0;39;0;50;-496;0;8;0.44;3.66;88.03;60.81;20.22;41.84;0.0;0.0;0.85;1.74;1.09;14.41;
44;Grand Est;Données temps réel;2026-07-13;00:45;2026-07-13T00:45:00+02:00;3783;1003;4859;2660;0;509;0;104;-5312;-40;0;26.51;32.42;128.44;44.91;70.31;50.99;0.0;0.0;13.45;22.09;2.75;38.66;
32;Hauts-de-France;Données temps réel;2026-07-13;00:45;2026-07-13T00:45:00+02:00;4287;565;3764;3701;0;5;0;98;-3842;-5;0;13.18;23.6;87.8;68.94;86.33;55.64;0.0;0.0;0.12;125.0;2.29;50.0;
27;Bourgogne-Franche-Comté;Données temps réel;2026-07-13;00:45;2026-07-13T00:45:00+02:00;1821;0;0;553;0;3;0;30;1237;-2;0;0.0;0.0;0.0;;30.37;46.39;0.0;0.0;0.16;0.58;1.65;37.04;
75;Nouvelle-Aquitaine;Données temps réel;2026-07-13;00:45;2026-07-13T00:45:00+02:00;4507;20;4040;888;0;21;0;50;-521;0;8;0.44;3.66;89.64;60.94;19.7;40.13;0.0;0.0;0.47;0.94;1.11;14.41;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2026-07-13;00:45;2026-07-13T00:45:00+02:00;3887;145;0;0;0;607;0;142;2994;0;0;3.73;5.51;0.0;;0.0;0.0;0.0;0.0;15.62;18.82;3.65;47.81;
53;Bretagne;Données temps réel;2026-07-13;00:45;2026-07-13T00:45:00+02:00;1844;412;0;1163;0;146;0;45;78;0;0;22.34;28.89;0.0;;63.07;59.07;0.0;0.0;7.92;53.09;2.44;56.96;
52;Pays de la Loire;Données temps réel;2026-07-13;00:45;2026-07-13T00:45:00+02:00;2416;0;0;1593;0;9;0;104;714;0;0;0.0;0.0;0.0;;65.94;65.21;0.0;0.0;0.37;90.0;4.3;114.29;
76;Occitanie;Données temps réel;2026-07-13;00:45;2026-07-13T00:45:00+02:00;4067;0;0;752;0;1191;0;94;2110;-2;0;0.0;0.0;0.0;0.0;18.49;41.32;0.0;0.0;29.28;22.25;2.31;61.04;
11;Île-de-France;Données temps réel;2026-07-13;00:45;2026-07-13T00:45:00+02:00;6256;0;0;88;0;16;0;176;5978;0;0;0.0;0.0;0.0;;1.41;63.31;0.0;0.0;0.26;84.21;2.81;49.72;
84;Auvergne-Rhône-Alpes;Données temps réel;2026-07-13;00:45;2026-07-13T00:45:00+02:00;5812;360;6664;217;0;1909;-316;66;-3082;-6;0;6.19;37.5;114.66;49.11;3.73;27.19;0.0;0.0;32.85;16.67;1.14;34.92;
28;Normandie;Données temps réel;2026-07-13;00:45;2026-07-13T00:45:00+02:00;2238;18;7570;959;0;10;0;47;-6365;0;0;0.8;2.36;338.25;61.75;42.85;57.6;0.0;0.0;0.45;34.48;2.1;31.76;
24;Centre-Val de Loire;Données temps réel;2026-07-13;00:45;2026-07-13T00:45:00+02:00;1816;0;9291;919;0;25;0;30;-8449;0;0;0.0;0.0;511.62;79.89;50.61;50.89;0.0;0.0;1.38;27.17;1.65;32.97;
75;Nouvelle-Aquitaine;Données temps réel;2026-07-13;01:00;2026-07-13T01:00:00+02:00;4345;20;4036;872;0;21;0;50;-662;0;8;0.46;3.66;92.89;60.87;20.07;39.4;0.0;0.0;0.48;0.94;1.15;14.41;
84;Auvergne-Rhône-Alpes;Données temps réel;2026-07-13;01:00;2026-07-13T01:00:00+02:00;5832;361;6664;212;0;1920;-320;66;-3069;-1;0;6.19;37.6;114.27;49.11;3.64;26.57;0.0;0.0;32.92;16.77;1.13;34.92;
52;Pays de la Loire;Données temps réel;2026-07-13;01:00;2026-07-13T01:00:00+02:00;2394;0;0;1622;0;9;0;104;665;0;0;0.0;0.0;0.0;;67.75;66.39;0.0;0.0;0.38;90.0;4.34;114.29;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2026-07-13;01:00;2026-07-13T01:00:00+02:00;3889;144;0;0;0;603;0;141;3001;0;0;3.7;5.47;0.0;;0.0;0.0;0.0;0.0;15.51;18.69;3.63;47.47;
27;Bourgogne-Franche-Comté;Données temps réel;2026-07-13;01:00;2026-07-13T01:00:00+02:00;1793;0;0;542;0;3;0;30;1220;-2;0;0.0;0.0;0.0;;30.23;45.47;0.0;0.0;0.17;0.58;1.67;37.04;
24;Centre-Val de Loire;Données temps réel;2026-07-13;01:00;2026-07-13T01:00:00+02:00;1801;0;9312;889;0;25;0;30;-8455;0;0;0.0;0.0;517.05;80.07;49.36;49.22;0.0;0.0;1.39;27.17;1.67;32.97;
